X,Y,Z,energy,LJ,Coulomb_ewald,Coulomb_real,Coulomb_fourier,alpha
0.0,0.0,0.0,410553.4391547,404024.35347282,6529.08568188,-4349.02987275,10878.11555463,0.341429
0.11003598185569055,0.11602180132317723,0.5681625561314725,3753515.00211574,3750460.66263272,3054.33948302,-7489.28742353,10543.62690654,0.341429
0.2200719637113811,0.23204360264635446,1.136325112262945,193624.62248895,201198.43371618,-7573.81122723,-17129.37868187,9555.56745464,0.341429
0.3301079455670716,0.3480654039695317,1.7044876683944175,62803.89287115,73515.40502299,-10711.51215184,-18680.93177441,7969.41962257,0.341429
0.4401439274227622,0.4640872052927089,2.27265022452589,5513988.30614223,5520940.14022085,-6951.83407862,-12858.80219639,5906.96811777,0.341429
0.5501799092784527,0.5801090066158862,2.8408127806573624,1996089.1870911,2010001.64131437,-13912.45422327,-17482.4114985,3569.95727523,0.341429
0.6602158911341433,0.6961308079390633,3.408975336788835,3566007.17904641,3587788.40534451,-21781.22629811,-23005.40117511,1224.174877,0.341429
0.7702518729898338,0.8121526092622406,3.9771378929203074,897019.51651889,917536.1913476,-20516.67482871,-19672.8901326,-843.78469611,0.341429
0.8802878548455244,0.9281744105854178,4.54530044905178,61455.59601457,76984.34026932,-15528.74425475,-13150.76406124,-2377.98019351,0.341429
0.9903238367012149,1.044196211908595,5.113463005183252,-8206.07037921,4189.39532714,-12395.46570635,-9202.85666596,-3192.6090404,0.341429
1.1003598185569055,1.1602180132317723,5.681625561314725,-8201.45067156,4191.26307316,-12392.71374473,-9200.82552097,-3191.88822376,0.341429
1.210395800412596,1.2762398145549496,6.249788117446197,61501.1102004,77021.77356973,-15520.66336933,-13144.7331919,-2375.93017743,0.341429
1.3204317822682865,1.3922616158781267,6.81795067357767,897603.28103643,918107.22724247,-20503.94620604,-19663.22900051,-840.71720553,0.341429
1.430467764123977,1.508283417201304,7.386113229709141,3568447.73736755,3590213.32193156,-21765.58456402,-22993.40267555,1227.81811153,0.341429
1.5405037459796675,1.6243052185244813,7.954275785840615,1997059.13890857,2010956.26173921,-13897.12283063,-17470.81991061,3573.69707998,0.341429
1.6505397278353584,1.7403270198476586,8.522438341972087,5514064.03013535,5521004.6495444,-6940.61940905,-12850.99552295,5910.37611389,0.341429
1.7605757096910488,1.8563488211708357,9.09060089810356,15041.90828515,25748.34807086,-10706.43978572,-18678.6163958,7972.17661008,0.341429
1.8706116915467392,1.9723706224940127,9.65876345423503,2983.58343665,10556.76274674,-7573.17931009,-17130.65787581,9557.47856572,0.341429
1.9806476734024299,2.08839242381719,10.226926010366505,3753510.79110062,3750456.95642246,3053.83467816,-7490.76386247,10544.59854063,0.341429
2.0906836552581205,2.2044142251403676,10.795088566497977,410553.43915444,404024.35347256,6529.08568187,-4349.02987276,10878.11555463,0.341429
0.4938457894736842,0.0,0.0,2476239.61905771,2470851.91675874,5387.70229897,-5137.30629107,10525.00859004,0.341429
0.6038817713293747,0.11602180132317723,0.5681625561314725,5958037.75950777,5974395.87708252,-16358.11757474,-26331.28530332,9973.16772858,0.341429
0.7139177531850653,0.23204360264635446,1.136325112262945,4063402.63847977,4145148.33858365,-81745.70010388,-90568.05834802,8822.35824414,0.341429
0.8239537350407558,0.3480654039695317,1.7044876683944175,511395.57085498,585188.58384276,-73793.01298778,-80946.52441586,7153.51142808,0.341429
0.9339897168964464,0.4640872052927089,2.27265022452589,23234.47003961,47034.94234365,-23800.47230403,-28898.01791519,5097.54561116,0.341429
1.044025698752137,0.5801090066158862,2.8408127806573624,531056.05495376,543293.22169131,-12237.16673754,-15084.004767,2846.83802946,0.341429
1.1540616806078274,0.6961308079390633,3.408975336788835,111891.15920291,124297.2825281,-12406.12332519,-13049.1690574,643.04573221,0.341429
1.2640976624635178,0.8121526092622406,3.9771378929203074,28186.11450179,40486.39151899,-12300.2770172,-11043.0925507,-1257.1844665,0.341429
1.3741336443192087,0.9281744105854178,4.54530044905178,-5612.12727541,5517.70948442,-11129.83675982,-8506.55430942,-2623.2824504,0.341429
1.4841696261748991,1.044196211908595,5.113463005183252,-7504.12520151,3435.81861435,-10939.94381586,-7656.47765348,-3283.46616238,0.341429
1.5942056080305895,1.1602180132317723,5.681625561314725,22049.28994667,35757.34821433,-13708.05826765,-10563.28922943,-3144.76903822,0.341429
1.7042415898862804,1.2762398145549496,6.249788117446197,886967.64632886,908762.90818485,-21795.26185599,-19589.92878377,-2205.33307222,0.341429
1.8142775717419708,1.3922616158781267,6.81795067357767,-24604.70160397,11945.25038193,-36549.9519859,-35987.16855186,-562.78343404,0.341429
1.9243135535976612,1.508283417201304,7.386113229709141,-21370.44280174,22852.94970397,-44223.39250571,-45809.98214534,1586.58963963,0.341429
2.0343495354533516,1.6243052185244813,7.954275785840615,-3886.45168707,18113.97283717,-22000.42452424,-25969.43319889,3969.00867464,0.341429
2.1443855173090425,1.7403270198476586,8.522438341972087,1433767.79430557,1429934.14548211,3833.64882345,-2445.89651052,6279.54533397,0.341429
2.254421499164733,1.8563488211708357,9.09060089810356,1220746.50319999,1205692.80201607,15053.70118392,6811.52743273,8242.17375119,0.341429
2.3644574810204233,1.9723706224940127,9.65876345423503,835840.61561853,820106.36758607,15734.24803247,6075.14312999,9659.10490248,0.341429
2.474493462876114,2.08839242381719,10.226926010366505,348316.50616535,336298.22058586,12018.2855795,1590.28574815,10427.99983134,0.341429
2.5845294447318046,2.2044142251403676,10.795088566497977,2476239.61905794,2470851.91675898,5387.70229896,-5137.30629108,10525.00859004,0.341429
0.9876915789473684,0.0,0.0,18677.06492856,8952.67880516,9724.3861234,206.56663347,9517.81948993,0.341429
1.097727560803059,0.11602180132317723,0.5681625561314725,-11261.00888317,16090.75680505,-27351.76568822,-36152.56847931,8800.80279108,0.341429
1.2077635426587494,0.23204360264635446,1.136325112262945,-303816.17245706,12451.03778162,-316267.21023868,-323834.23813695,7567.02789828,0.341429
1.31779952451444,0.3480654039695317,1.7044876683944175,4019020.45344854,4150587.40958532,-131566.95613678,-137479.90513198,5912.94899521,0.341429
1.4278355063701307,0.4640872052927089,2.27265022452589,103923.63221792,134094.14195315,-30170.50973522,-34137.6398264,3967.13009118,0.341429
1.537871488225821,0.5801090066158862,2.8408127806573624,419596.60311812,431002.82184807,-11406.21872995,-13307.20362429,1900.98489434,0.341429
1.6479074700815115,0.6961308079390633,3.408975336788835,5498.62977375,13883.64444431,-8385.01467056,-8307.16382125,-77.85084931,0.341429
1.7579434519372021,0.8121526092622406,3.9771378929203074,-6493.5775831,1616.5187366,-8110.0963197,-6360.59809162,-1749.49822807,0.341429
1.8679794337928928,0.9281744105854178,4.54530044905178,-1463.68994457,6631.0061257,-8094.69607027,-5182.27923596,-2912.41683431,0.341429
1.9780154156485832,1.044196211908595,5.113463005183252,47774.02164534,56900.67801721,-9126.65637187,-5716.16753115,-3410.48884072,0.341429
2.088051397504274,1.1602180132317723,5.681625561314725,236968.31494372,250844.66901327,-13876.35406955,-10721.83145463,-3154.52261492,0.341429
2.1980873793599645,1.2762398145549496,6.249788117446197,6978463.89403016,7006224.12641947,-27760.23238931,-25619.06669461,-2141.1656947,0.341429
2.308123361215655,1.3922616158781267,6.81795067357767,77949.7845894,137372.78830434,-59423.00371494,-58954.7163763,-468.28733864,0.341429
2.4181593430713453,1.508283417201304,7.386113229709141,196584.30181413,276327.51528288,-79743.21346875,-81406.05415751,1662.84068875,0.341429
